,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),72.4,69.0
1,Population below age 15 years (%),21.7,21.5
2,"Sex ratio of the total population (females per 1,000 males)",883,873
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",755,"1,026"
4,Children under age 5 years whose birth was registered with the civil authority (%),96.0,98.7
5,Deaths in the last 3 years registered with the civil authority (%),90.9,na
6,Population living in households with electricity (%),99.8,100.0
7,Population living in households with an improved drinking-water source (%),99.8,100.0
8,Population living in households that use an improved sanitation facility(%),90.7,86.6
9,Households using clean fuel for cooking (%),73.5,54.4
10,Households using iodized salt (%),93.8,97.8
11,Households with any usual member covered under a health insurance/financing scheme (%),20.7,25.7
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),24.5,na
13,Women who are literate (%),77.9,na
14,Women with 10 or more years of schooling (%),53.1,46.0
15,Women age 20-24 years married before age 18 years (%),12.8,11.1
16,Births in the 5 years preceding the survey that are third or higher order (%),0.8,2.7
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),2.6,4.3
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),90.8,76.1
19,Any method (%),69.3,78.6
20,Any modern method (%),53.6,68.4
21,Female sterilization (%),25.8,43.5
22,Male sterilization (%),0.6,0.3
23,IUD/PPIUD (%),3.2,9.2
24,Pill (%),2.9,2.8
25,Condom (%),20.7,12.0
26,Injectables (%),0.2,0.4
27,Total unmet need(%),9.4,5.5
28,Unmet need for spacing (%),3.6,2.1
29,Health worker ever talked to female non-users about family planning (%),17.0,36.0
30,Current users ever told about side effects of current method (%),69.4,80.7
31,Mothers who had an antenatal check-up in the first trimester (%),75.6,68.5
32,Mothers who had at least 4 antenatal care visits (%),63.8,57.5
33,Mothers whose last birth was protected against neonatal tetanus (%),84.3,91.0
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),56.5,39.2
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),39.6,14.6
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),93.9,91.5
37,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),86.0,84.8
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"4,033","2,227"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,*
40,Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),87.0,na
41,Institutional births (%),96.7,96.3
42,Institutional births in public facility (%),67.3,60.8
43,Home births that were conducted by skilled health personnel (%),1.2,3.0
44,Births attended by skilled health personnel (%),95.3,98.6
45,Births delivered by caesarean section (%),37.9,21.1
46,Births in a private health facility that were delivered by caesarean section (%),52.4,29.5
47,Births in a public health facility that were delivered by caesarean section (%),33.5,17.4
48,Children age 12-23 months fully vaccinated based on information from either vaccination card ormother's recall (%),68.5,(90.9)
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(86.7),(92.0)
50,Children age 12-23 months who have received BCG (%),92.4,(100.0)
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),75.5,(98.7)
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),88.3,(98.7)
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),86.8,(90.9)
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),29.8,na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),50.2,na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),84.1,(98.7)
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),71.9,87.6
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),83.3,(97.1)
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),15.0,(2.9)
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),11.0,7.6
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,*
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,*
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,*
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),6.0,8.3
65,Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility orhealth provider (%),58.5,(93.9)
66,Children under age 3 years breastfed within one hour of birth (%),54.7,34.4
67,Children under age 6 months exclusively breastfed (%),(46.9),*
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
69,Breastfeeding children age 6-23 months receiving an adequate diet(%),22.5,9.4
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
71,Total children age 6-23 months receiving an adequate diet(%),20.5,12.0
72,Children under 5 years who are stunted (height-for-age) (%),33.8,24.6
73,Children under 5 years who are wasted (weight-for-height) (%),9.4,11.8
74,Children under 5 years who are severely wasted (weight-for-height) (%),2.4,6.1
75,Children under 5 years who are underweight (weight-for-age) (%),16.5,17.9
76,Children under 5 years who are overweight (weight-for-height) (%),6.1,3.4
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),13.0,13.2
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),37.7,32.4
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),78.7,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),60.6,51.5
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),55.2,42.6
