,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),59.8,59.9
1,Population below age 15 years (%),36.0,34.2
2,"Sex ratio of the total population (females per 1,000 males)","1,068",958
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",929,778
4,Children under age 5 years whose birth was registered with the civil authority (%),55.7,62.6
5,Deaths in the last 3 years registered with the civil authority (%),44.8,na
6,Population living in households with electricity (%),95.6,81.3
7,Population living in households with an improved drinking-water source (%),90.8,86.6
8,Population living in households that use an improved sanitation facility(%),41.6,21.3
9,Households using clean fuel for cooking (%),23.5,20.5
10,Households using iodized salt (%),98.3,96.9
11,Households with any usual member covered under a health insurance/financing scheme (%),53.8,8.2
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),6.4,na
13,Women who are literate (%),50.7,na
14,Women with 10 or more years of schooling (%),19.7,24.5
15,Women age 20-24 years married before age 18 years (%),49.2,52.3
16,Births in the 5 years preceding the survey that are third or higher order (%),2.7,3.9
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),20.2,22.6
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),68.0,37.5
19,Any method (%),65.4,46.1
20,Any modern method (%),48.5,43.0
21,Female sterilization (%),40.1,36.2
22,Male sterilization (%),0.2,1.7
23,IUD/PPIUD (%),1.0,1.0
24,Pill (%),1.5,2.5
25,Condom (%),2.6,1.0
26,Injectables (%),0.4,0.6
27,Total unmet need(%),11.1,18.0
28,Unmet need for spacing (%),4.6,8.1
29,Health worker ever talked to female non-users about family planning (%),25.0,7.8
30,Current users ever told about side effects of current method (%),35.3,28.8
31,Mothers who had an antenatal check-up in the first trimester (%),58.1,62.2
32,Mothers who had at least 4 antenatal care visits (%),30.7,25.5
33,Mothers whose last birth was protected against neonatal tetanus (%),89.2,92.5
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),18.5,20.6
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),11.8,3.2
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),83.1,72.0
37,days of delivery (%),55.6,39.6
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"2,133",981
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),0.0,0.7
40,days of delivery (%),56.4,na
41,Institutional births (%),61.3,58.0
42,Institutional births in public facility (%),47.2,40.9
43,Home births that were conducted by skilled health personnel (%),12.6,4.6
44,Births attended by skilled health personnel (%),72.3,62.0
45,Births delivered by caesarean section (%),7.8,6.7
46,Births in a private health facility that were delivered by caesarean section (%),45.8,35.3
47,Births in a public health facility that were delivered by caesarean section (%),2.9,1.7
48,mother's recall (%),54.5,64.2
