,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),61.6,57.6
1,Population below age 15 years (%),34.6,37.6
2,"Sex ratio of the total population (females per 1,000 males)","1,091","1,083"
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",852,773
4,Children under age 5 years whose birth was registered with the civil authority (%),68.1,62.5
5,Deaths in the last 3 years registered with the civil authority (%),30.8,na
6,Population living in households with electricity (%),96.5,91.6
7,Population living in households with an improved drinking-water source (%),87.6,65.4
8,Population living in households that use an improved sanitation facility(%),59.2,20.2
9,Households using clean fuel for cooking (%),32.4,14.6
10,Households using iodized salt (%),96.8,98.9
11,Households with any usual member covered under a health insurance/financing scheme (%),52.4,18.3
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),14.8,na
13,Women who are literate (%),53.4,na
14,Women with 10 or more years of schooling (%),25.0,19.0
15,Women age 20-24 years married before age 18 years (%),45.6,52.6
16,Births in the 5 years preceding the survey that are third or higher order (%),1.7,3.2
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),12.3,16.2
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),65.2,38.1
19,Any method (%),63.7,47.7
20,Any modern method (%),54.3,44.1
21,Female sterilization (%),45.2,40.6
22,Male sterilization (%),0.3,0.0
23,IUD/PPIUD (%),0.7,0.5
24,Pill (%),1.1,1.3
25,Condom (%),3.6,1.3
26,Injectables (%),0.3,0.2
27,Total unmet need(%),12.0,18.7
28,Unmet need for spacing (%),4.3,9.7
29,Health worker ever talked to female non-users about family planning (%),22.4,40.8
30,Current users ever told about side effects of current method (%),45.0,61.7
31,Mothers who had an antenatal check-up in the first trimester (%),57.9,57.6
32,Mothers who had at least 4 antenatal care visits (%),42.1,35.9
33,Mothers whose last birth was protected against neonatal tetanus (%),86.0,93.9
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),19.8,9.7
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),13.7,1.5
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),86.7,92.3
37,days of delivery (%),61.3,60.4
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"2,101","1,505"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),3.0,3.5
40,days of delivery (%),61.0,na
41,Institutional births (%),70.7,63.3
42,Institutional births in public facility (%),50.3,39.7
43,Home births that were conducted by skilled health personnel (%),7.8,10.3
44,Births attended by skilled health personnel (%),76.7,73.1
45,Births delivered by caesarean section (%),10.7,7.8
46,Births in a private health facility that were delivered by caesarean section (%),42.2,29.2
47,Births in a public health facility that were delivered by caesarean section (%),4.1,2.3
48,mother's recall (%),70.6,47.6
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),83.6,62.9
50,Children age 12-23 months who have received BCG (%),92.4,97.4
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),71.6,56.6
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),82.7,73.0
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),84.4,82.7
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),26.7,na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),66.0,na
