,Indicator,NFHS_5,NFHS_4
1,Female population age 6 years and above who ever attended school (%),71.6,69.9
2,Population below age 15 years (%),21.8,23.6
3,"Sex ratio of the total population (females per 1,000 males)","1,030",961
4,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",919,829
5,Children under age 5 years whose birth was registered with the civil authority (%),99.6,93.9
6,Deaths in the last 3 years registered with the civil authority (%),92.8,na
7,Population living in households with electricity (%),99.5,99.2
8,Population living in households with an improved drinking-water source (%),98.5,98.7
9,Population living in households that use an improved sanitation facility(%),89.2,60.9
10,Households using clean fuel for cooking (%),89.9,56.5
11,Households using iodized salt (%),94.7,80.6
12,Households with any usual member covered under a health insurance/financing scheme (%),33.9,30.1
13,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),17.0,na
15,Women who are literate (%),78.3,na
16,Women with 10 or more years of schooling (%),55.0,46.5
18,Women age 20-24 years married before age 18 years (%),26.7,19.4
19,Births in the 5 years preceding the survey that are third or higher order (%),0.9,0.7
20,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),9.0,6.8
21,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),93.7,85.1
23,Any method (%),72.7,62.7
24,Any modern method (%),71.9,62.7
25,Female sterilization (%),65.4,60.4
26,Male sterilization (%),0.0,0.0
27,IUD/PPIUD (%),4.2,0.7
28,Pill (%),0.5,0.4
29,Condom (%),0.8,1.2
30,Injectables (%),0.5,0.0
32,Total unmet need(%),5.1,7.8
33,Unmet need for spacing (%),3.5,5.5
35,Health worker ever talked to female non-users about family planning (%),44.5,19.0
36,Current users ever told about side effects of current method (%),71.7,33.3
38,Mothers who had an antenatal check-up in the first trimester (%),78.0,75.0
39,Mothers who had at least 4 antenatal care visits (%),90.9,76.6
40,Mothers whose last birth was protected against neonatal tetanus (%),97.1,92.8
41,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),60.2,60.2
42,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),39.5,33.2
43,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),99.1,93.0
45,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),95.7,74.1
46,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"3,188","4,569"
47,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,*
49,Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),95.0,na
51,Institutional births (%),99.6,96.4
52,Institutional births in public facility (%),76.1,62.1
53,Home births that were conducted by skilled health personnel (%),0.0,2.7
54,Births attended by skilled health personnel (%),99.3,97.9
55,Births delivered by caesarean section (%),42.1,31.9
56,Births in a private health facility that were delivered by caesarean section (%),66.1,47.0
57,Births in a public health facility that were delivered by caesarean section (%),35.0,25.4
60,Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall (%),(86.3),(76.4)
61,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(86.3),(74.9)
62,Children age 12-23 months who have received BCG (%),(100.0),(96.9)
63,Children age 12-23 months who have received 3 doses of polio vaccine (%),(90.6),(83.8)
64,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),(89.0),(91.3)
65,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),(86.3),(92.5)
66,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),(40.1),na
67,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),(6.4),na
68,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),(86.9),(61.4)
69,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),87.5,95.1
70,Children age 12-23 months who received most of their vaccinations in a public health facility (%),(90.8),(98.1)
71,Children age 12-23 months who received most of their vaccinations in a private health facility (%),(9.2),(2.0)
73,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),3.6,3.3
74,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,*
75,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,*
76,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,*
77,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),1.5,0.0
79,Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,*
81,Children under age 3 years breastfed within one hour of birth (%),42.6,60.2
82,Children under age 6 months exclusively breastfed (%),*,*
83,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
84,Breastfeeding children age 6-23 months receiving an adequate diet  (%),20.1,(2.8)
85,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
86,Total children age 6-23 months receiving an adequate diet  (%),21.7,6.1
87,Children under 5 years who are stunted (height-for-age) (%),31.1,32.0
88,Children under 5 years who are wasted (weight-for-height) (%),15.5,18.4
89,Children under 5 years who are severely wasted (weight-for-height) (%),5.8,4.6
90,Children under 5 years who are underweight (weight-for-age) (%),15.7,27.7
91,Children under 5 years who are overweight (weight-for-height) (%),5.3,1.8
93,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),17.8,23.5
94,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),27.9,23.6
95,Women who have high risk waist-to-hip ratio (≥0.85) (%),47.5,na
97,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),57.9,57.3
98,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),43.8,45.0
99,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(37.9),(40.3)
100,All women age 15-49 years who are anaemic (%),43.6,44.9
101,All women age 15-19 years who are anaemic (%),46.9,49.6
104,Women - Blood sugar level - high (141-160 mg/dl)(%),4.4,na
105,Women - Blood sugar level - very high (>160 mg/dl)(%),7.5,na
106,Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),12.5,na
108,Men - Blood sugar level - high (141-160 mg/dl)(%),6.1,na
