,Indicator,NFHS_5,NFHS_4
1,Female population age 6 years and above who ever attended school (%),72.6,67.1
2,Population below age 15 years (%),25.4,29.6
3,"Sex ratio of the total population (females per 1,000 males)","1,023",989
4,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",884,883
5,Children under age 5 years whose birth was registered with the civil authority (%),92.1,80.3
6,Deaths in the last 3 years registered with the civil authority (%),64.3,na
7,Population living in households with electricity (%),95.7,76.6
8,Population living in households with an improved drinking-water source (%),96.8,96.4
9,Population living in households that use an improved sanitation facility(%),66.7,51.6
10,Households using clean fuel for cooking (%),40.9,26.9
11,Households using iodized salt (%),99.3,99.9
12,Households with any usual member covered under a health insurance/financing scheme (%),60.0,17.2
13,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),2.4,na
15,Women who are literate (%),70.5,na
16,Women with 10 or more years of schooling (%),25.6,19.3
18,Women age 20-24 years married before age 18 years (%),19.8,25.7
19,Births in the 5 years preceding the survey that are third or higher order (%),1.5,2.1
20,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),6.1,8.0
21,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),74.6,48.6
23,Any method (%),59.2,56.1
24,Any modern method (%),36.5,44.4
25,Female sterilization (%),16.7,31.3
26,Male sterilization (%),0.1,0.6
27,IUD/PPIUD (%),3.0,1.9
28,Pill (%),13.4,7.3
29,Condom (%),2.1,3.1
30,Injectables (%),0.5,0.0
32,Total unmet need(%),11.0,11.8
33,Unmet need for spacing (%),4.4,4.9
35,Health worker ever talked to female non-users about family planning (%),17.6,19.0
36,Current users ever told about side effects of current method (%),72.2,51.0
38,Mothers who had an antenatal check-up in the first trimester (%),70.7,64.1
39,Mothers who had at least 4 antenatal care visits (%),63.1,56.1
40,Mothers whose last birth was protected against neonatal tetanus (%),93.9,90.6
41,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),43.8,39.8
42,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),19.2,10.6
43,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),100.0,95.9
45,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),73.6,66.9
46,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"5,163","3,039"
