,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),75.3,71.4
1,Population below age 15 years (%),24.7,24.0
2,"Sex ratio of the total population (females per 1,000 males)",941,892
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",869,823
4,Children under age 5 years whose birth was registered with the civil authority (%),97.9,99.7
5,Deaths in the last 3 years registered with the civil authority (%),86.7,na
6,Population living in households with electricity (%),99.6,99.9
7,Population living in households with an improved drinking-water source (%),99.9,100.0
8,Population living in households that use an improved sanitation facility(%),82.6,87.1
9,Households using clean fuel for cooking (%),77.6,59.1
10,Households using iodized salt (%),97.1,95.1
11,Households with any usual member covered under a health insurance/financing scheme (%),19.2,8.1
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),20.0,na
13,Women who are literate (%),83.0,na
14,Women with 10 or more years of schooling (%),48.4,49.5
15,Women age 20-24 years married before age 18 years (%),11.7,9.9
16,Births in the 5 years preceding the survey that are third or higher order (%),1.4,2.3
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),3.9,4.1
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),92.3,82.5
19,Any method (%),68.4,74.0
20,Any modern method (%),63.0,69.9
21,Female sterilization (%),22.0,43.1
22,Male sterilization (%),1.2,0.5
23,IUD/PPIUD (%),4.7,6.2
24,Pill (%),3.8,3.4
25,Condom (%),30.1,16.7
26,Injectables (%),0.3,0.0
27,Total unmet need(%),9.5,6.3
28,Unmet need for spacing (%),4.4,3.2
29,Health worker ever talked to female non-users about family planning (%),20.2,42.7
30,Current users ever told about side effects of current method (%),76.0,59.1
31,Mothers who had an antenatal check-up in the first trimester (%),82.7,74.5
32,Mothers who had at least 4 antenatal care visits (%),59.8,65.0
33,Mothers whose last birth was protected against neonatal tetanus (%),92.1,94.7
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),70.6,39.6
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),51.4,17.3
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),98.2,93.2
37,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),95.3,81.2
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"1,662",980
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,*
40,Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),96.5,na
41,Institutional births (%),98.4,91.7
42,Institutional births in public facility (%),63.1,53.3
43,Home births that were conducted by skilled health personnel (%),0.6,3.5
44,Births attended by skilled health personnel (%),97.6,95.2
45,Births delivered by caesarean section (%),21.9,19.7
46,Births in a private health facility that were delivered by caesarean section (%),42.1,29.9
47,Births in a public health facility that were delivered by caesarean section (%),11.2,15.4
48,Children age 12-23 months fully vaccinated based on information from either vaccination card ormother's recall (%),69.8,88.2
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),72.1,95.2
50,Children age 12-23 months who have received BCG (%),97.0,100.0
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),73.6,89.7
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),98.5,95.8
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),94.6,100.0
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),30.9,na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),87.4,na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),91.6,71.7
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),72.6,86.3
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),96.2,94.8
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),3.8,5.2
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),7.7,8.3
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),(69.1),(67.1)
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),(30.7),(31.2)
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),(75.8),(95.8)
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),7.7,1.7
65,Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility orhealth provider (%),71.9,*
66,Children under age 3 years breastfed within one hour of birth (%),41.6,43.3
67,Children under age 6 months exclusively breastfed (%),(74.3),(38.1)
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
69,Breastfeeding children age 6-23 months receiving an adequate diet (%),30.9,9.1
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
71,Total children age 6-23 months receiving an adequate diet (%),28.7,11.0
72,Children under 5 years who are stunted (height-for-age) (%),24.9,31.9
73,Children under 5 years who are wasted (weight-for-height) (%),12.8,24.1
74,Children under 5 years who are severely wasted (weight-for-height) (%),5.0,11.9
75,Children under 5 years who are underweight (weight-for-age) (%),22.5,27.1
76,Children under 5 years who are overweight (weight-for-height) (%),7.0,8.6
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),11.8,9.2
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),37.3,19.6
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),69.6,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),73.7,63.4
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),57.5,55.9
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(46.3),32.9
83,All women age 15-49 years who are anaemic (%),57.1,54.6
84,All women age 15-19 years who are anaemic (%),57.7,55.6
85,Women - Blood sugar level - high (141-160 mg/dl)(%),4.8,na
86,Women - Blood sugar level - very high (>160 mg/dl)(%),6.2,na
87,Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),12.5,na
88,Men - Blood sugar level - high (141-160 mg/dl)(%),5.1,na
89,Men - Blood sugar level - very high (>160 mg/dl) (%),4.9,na
90,Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),12.1,na
91,Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),17.9,na
92,Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),7.8,na
93,Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),30.4,na
94,Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),22.9,na
95,Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),9.7,na
96,Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),34.4,na
97,Ever undergone a screening test for cervical cancer (%),1.2,na
98,Ever undergone a breast examination for breast cancer (%),0.6,na
99,Ever undergone an oral cavity examination for oral cancer (%),0.3,na
100,Women age 15 years and above who use any kind of tobacco (%),1.3,na
101,Men age 15 years and above who use any kind of tobacco (%),24.3,na
102,Women age 15 years and above who consume alcohol (%),0.2,na
103,Men age 15 years and above who consume alcohol (%),19.3,na
