,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),78.7,76.4
1,Population below age 15 years (%),25.4,25.4
2,"Sex ratio of the total population (females per 1,000 males)","1,018","1,020"
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",898,725
4,Children under age 5 years whose birth was registered with the civil authority (%),91.4,82.4
5,Deaths in the last 3 years registered with the civil authority (%),61.9,na
6,Population living in households with electricity (%),97.0,93.7
7,Population living in households with an improved drinking-water source (%),92.0,87.3
8,Population living in households that use an improved sanitation facility(%),47.4,32.2
9,Households using clean fuel for cooking (%),28.4,15.9
10,Households using iodized salt (%),98.7,99.3
11,Households with any usual member covered under a health insurance/financing scheme (%),53.9,51.7
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),8.5,na
13,Women who are literate (%),75.8,na
14,Women with 10 or more years of schooling (%),38.0,35.0
15,Women age 20-24 years married before age 18 years (%),11.4,8.1
16,Births in the 5 years preceding the survey that are third or higher order (%),0.9,1.8
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),7.7,2.3
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),83.4,66.1
19,Any method (%),76.2,58.9
20,Any modern method (%),44.9,47.8
21,Female sterilization (%),27.1,28.8
22,Male sterilization (%),0.0,0.0
23,IUD/PPIUD (%),1.9,2.3
24,Pill (%),7.8,11.7
25,Condom (%),7.2,4.9
26,Injectables (%),0.1,0.0
27,Total unmet need(%),9.0,15.7
28,Unmet need for spacing (%),2.0,4.5
29,Health worker ever talked to female non-users about family planning (%),11.9,17.7
30,Current users ever told about side effects of current method (%),54.1,64.6
31,Mothers who had an antenatal check-up in the first trimester (%),65.2,49.3
32,Mothers who had at least 4 antenatal care visits (%),73.8,50.8
33,Mothers whose last birth was protected against neonatal tetanus (%),94.7,91.3
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),49.0,43.2
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),21.2,4.6
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),99.2,97.5
37,days of delivery (%),92.4,79.4
