,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),50.2,48.0
1,Population below age 15 years (%),38.8,40.8
2,"Sex ratio of the total population (females per 1,000 males)","1,128","1,044"
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)","1,034",968
4,Children under age 5 years whose birth was registered with the civil authority (%),75.8,52.0
5,Deaths in the last 3 years registered with the civil authority (%),32.4,na
6,Population living in households with electricity (%),97.2,59.4
7,Population living in households with an improved drinking-water source (%),100.0,99.9
8,Population living in households that use an improved sanitation facility(%),40.5,16.8
9,Households using clean fuel for cooking (%),25.2,12.9
10,Households using iodized salt (%),94.6,93.7
11,Households with any usual member covered under a health insurance/financing scheme (%),12.8,9.3
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),3.7,na
13,Women who are literate (%),43.1,na
14,Women with 10 or more years of schooling (%),20.9,17.8
15,Women age 20-24 years married before age 18 years (%),51.0,42.7
16,Births in the 5 years preceding the survey that are third or higher order (%),4.9,7.7
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),23.5,11.8
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),43.5,21.2
19,Any method (%),44.7,29.2
20,Any modern method (%),37.6,28.4
21,Female sterilization (%),34.5,26.0
22,Male sterilization (%),0.0,0.0
23,IUD/PPIUD (%),0.8,0.5
24,Pill (%),0.5,1.0
25,Condom (%),0.9,0.4
26,Injectables (%),0.8,0.6
27,Total unmet need(%),16.7,19.8
28,Unmet need for spacing (%),8.2,10.3
29,Health worker ever talked to female non-users about family planning (%),21.8,17.8
30,Current users ever told about side effects of current method (%),38.7,39.5
31,Mothers who had an antenatal check-up in the first trimester (%),34.8,35.7
32,Mothers who had at least 4 antenatal care visits (%),11.7,10.1
33,Mothers whose last birth was protected against neonatal tetanus (%),82.7,87.2
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),12.1,12.5
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),4.4,1.2
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),95.1,80.1
37,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),38.5,40.4
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"2,273","1,285"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),0.9,1.8
40,Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),40.8,na
41,Institutional births (%),70.4,59.6
42,Institutional births in public facility (%),62.0,51.9
43,Home births that were conducted by skilled health personnel (%),5.6,4.5
44,Births attended by skilled health personnel (%),72.9,63.1
45,Births delivered by caesarean section (%),6.1,3.7
46,Births in a private health facility that were delivered by caesarean section (%),(42.7),43.3
47,Births in a public health facility that were delivered by caesarean section (%),4.0,0.8
48,Children age 12-23 months fully vaccinated based on information from either vaccination card or  mother's recall (%),72.2,78.0
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),88.5,86.4
50,Children age 12-23 months who have received BCG (%),97.1,96.8
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),74.5,82.5
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),85.1,87.6
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),87.2,88.8
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),35.2,na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),0.8,na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),82.8,75.2
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),57.4,62.5
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),98.8,97.0
