,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),67.7,60.4
1,Population below age 15 years (%),31.3,34.6
2,"Sex ratio of the total population (females per 1,000 males)",979,"1,002"
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",841,886
4,Children under age 5 years whose birth was registered with the civil authority (%),73.8,62.4
5,Deaths in the last 3 years registered with the civil authority (%),66.2,na
6,Population living in households with electricity (%),96.3,89.5
7,Population living in households with an improved drinking-water source (%),100.0,99.8
8,Population living in households that use an improved sanitation facility(%),81.5,49.9
9,Households using clean fuel for cooking (%),48.4,31.8
10,Households using iodized salt (%),95.7,97.0
11,Households with any usual member covered under a health insurance/financing scheme (%),20.5,3.1
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),5.9,na
13,Women who are literate (%),69.2,na
14,Women with 10 or more years of schooling (%),37.8,28.2
15,Women age 20-24 years married before age 18 years (%),12.8,18.7
16,Births in the 5 years preceding the survey that are third or higher order (%),4.8,5.7
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),5.5,4.1
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),79.0,58.3
19,Any method (%),72.9,57.8
20,Any modern method (%),40.4,41.5
21,Female sterilization (%),13.7,17.1
22,Male sterilization (%),0.3,0.0
23,IUD/PPIUD (%),1.9,1.4
24,Pill (%),1.4,3.4
25,Condom (%),22.3,19.1
26,Injectables (%),0.5,0.3
27,Total unmet need(%),5.1,14.2
28,Unmet need for spacing (%),1.8,5.2
29,Health worker ever talked to female non-users about family planning (%),19.6,9.6
30,Current users ever told about side effects of current method (%),(64.0),33.3
31,Mothers who had an antenatal check-up in the first trimester (%),78.3,60.9
32,Mothers who had at least 4 antenatal care visits (%),47.6,23.1
33,Mothers whose last birth was protected against neonatal tetanus (%),94.8,92.3
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),30.4,9.1
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),7.8,2.8
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),97.1,89.2
37,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),82.5,59.3
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"1,709","3,482"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),1.8,0.6
40,Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),82.8,na
41,Institutional births (%),83.5,68.8
42,Institutional births in public facility (%),49.1,38.0
43,Home births that were conducted by skilled health personnel (%),5.1,4.4
44,Births attended by skilled health personnel (%),86.7,72.2
45,Births delivered by caesarean section (%),17.0,8.3
46,Births in a private health facility that were delivered by caesarean section (%),40.0,25.7
47,Births in a public health facility that were delivered by caesarean section (%),6.5,1.0
48,Children age 12-23 months fully vaccinated based on information from either vaccination card ormother's recall (%),67.3,57.3
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),84.7,66.2
50,Children age 12-23 months who have received BCG (%),92.9,91.3
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),70.9,69.9
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),80.0,79.7
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),77.9,77.7
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),33.6,na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),65.6,na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),81.0,59.6
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),69.6,50.8
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),92.5,95.2
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),0.5,3.4
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),5.4,10.0
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),(38.9),39.1
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),(13.4),21.4
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),(77.8),83.7
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),1.8,1.9
65,Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility orhealth provider (%),(82.2),76.7
66,Children under age 3 years breastfed within one hour of birth (%),21.7,23.3
67,Children under age 6 months exclusively breastfed (%),(49.7),26.6
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,(41.4)
69,Breastfeeding children age 6-23 months receiving an adequate diet  (%),9.9,5.6
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),(5.1),(7.3)
71,Total children age 6-23 months receiving an adequate diet  (%),8.9,6.1
72,Children under 5 years who are stunted (height-for-age) (%),37.6,43.2
73,Children under 5 years who are wasted (weight-for-height) (%),13.8,16.0
74,Children under 5 years who are severely wasted (weight-for-height) (%),2.6,7.0
75,Children under 5 years who are underweight (weight-for-age) (%),26.5,33.8
76,Children under 5 years who are overweight (weight-for-height) (%),2.9,3.3
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),15.8,21.6
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),32.2,19.3
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),46.4,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),64.1,65.8
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),51.5,55.4
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),61.2,67.3
83,All women age 15-49 years who are anaemic (%),52.0,56.2
84,All women age 15-19 years who are anaemic (%),54.0,51.6
85,Women - Blood sugar level - high (141-160 mg/dl)(%),6.7,na
