,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),70.8,61.7
1,Population below age 15 years (%),28.2,28.9
2,"Sex ratio of the total population (females per 1,000 males)","1,003",945
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",882,930
4,Children under age 5 years whose birth was registered with the civil authority (%),98.0,70.9
5,Deaths in the last 3 years registered with the civil authority (%),61.7,na
6,Population living in households with electricity (%),94.6,76.2
7,Population living in households with an improved drinking-water source (%),99.4,99.6
8,Population living in households that use an improved sanitation facility(%),77.7,48.9
9,Households using clean fuel for cooking (%),29.0,19.7
10,Households using iodized salt (%),94.4,89.7
11,Households with any usual member covered under a health insurance/financing scheme (%),21.9,3.4
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),4.5,na
13,Women who are literate (%),69.4,na
14,Women with 10 or more years of schooling (%),37.6,30.5
15,Women age 20-24 years married before age 18 years (%),10.5,17.3
16,Births in the 5 years preceding the survey that are third or higher order (%),2.6,2.3
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),1.4,4.5
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),77.4,51.6
19,Any method (%),61.3,43.0
20,Any modern method (%),47.5,38.7
21,Female sterilization (%),21.9,27.8
22,Male sterilization (%),0.0,0.0
23,IUD/PPIUD (%),0.1,0.6
24,Pill (%),3.8,1.6
25,Condom (%),19.1,8.6
26,Injectables (%),0.6,0.2
27,Total unmet need(%),14.4,17.7
28,Unmet need for spacing (%),6.2,6.1
29,Health worker ever talked to female non-users about family planning (%),38.4,20.4
30,Current users ever told about side effects of current method (%),77.7,34.7
31,Mothers who had an antenatal check-up in the first trimester (%),77.7,44.9
32,Mothers who had at least 4 antenatal care visits (%),43.2,18.1
33,Mothers whose last birth was protected against neonatal tetanus (%),94.5,88.1
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),27.1,14.0
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),11.5,0.4
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),99.7,88.7
37,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),87.2,36.4
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),965,"3,568"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,(0.0)
40,Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),79.0,na
41,Institutional births (%),96.3,83.0
42,Institutional births in public facility (%),88.0,76.3
43,Home births that were conducted by skilled health personnel (%),1.8,5.2
44,Births attended by skilled health personnel (%),96.2,86.6
45,Births delivered by caesarean section (%),10.7,7.7
46,Births in a private health facility that were delivered by caesarean section (%),(56.9),*
47,Births in a public health facility that were delivered by caesarean section (%),6.8,6.3
48,Children age 12-23 months fully vaccinated based on information from either vaccination card ormother's recall (%),77.1,(52.5)
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),79.8,(80.6)
50,Children age 12-23 months who have received BCG (%),97.5,(82.6)
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),84.5,(56.9)
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),86.6,(72.2)
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),92.5,(73.9)
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),45.1,na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),45.0,na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),81.3,(44.5)
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),87.1,59.5
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),100.0,(100.0)
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),0.0,(0.0)
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),8.4,4.2
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),(66.7),*
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),(54.3),*
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),(72.6),*
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),2.7,0.3
65,Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility orhealth provider (%),60.1,*
66,Children under age 3 years breastfed within one hour of birth (%),19.9,33.3
67,Children under age 6 months exclusively breastfed (%),57.2,*
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
69,Breastfeeding children age 6-23 months receiving an adequate diet  (%),5.8,2.8
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,*
71,Total children age 6-23 months receiving an adequate diet  (%),5.8,2.3
72,Children under 5 years who are stunted (height-for-age) (%),48.0,38.5
73,Children under 5 years who are wasted (weight-for-height) (%),20.6,32.3
74,Children under 5 years who are severely wasted (weight-for-height) (%),10.7,14.6
75,Children under 5 years who are underweight (weight-for-age) (%),36.3,39.8
76,Children under 5 years who are overweight (weight-for-height) (%),9.1,2.0
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),22.5,28.3
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),9.3,6.7
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),55.6,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),68.5,55.5
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),46.4,51.8
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(34.5),(50.9)
83,All women age 15-49 years who are anaemic (%),46.1,51.8
84,All women age 15-19 years who are anaemic (%),49.7,55.7
85,Women - Blood sugar level - high (141-160 mg/dl)(%),2.6,na
86,Women - Blood sugar level - very high (>160 mg/dl)(%),1.6,na
87,Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),5.3,na
88,Men - Blood sugar level - high (141-160 mg/dl)(%),4.4,na
89,Men - Blood sugar level - very high (>160 mg/dl) (%),1.8,na
90,Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),6.7,na
91,Women - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),13.7,na
92,Women - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),2.3,na
93,Women - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),16.7,na
94,Men - Mildly elevated blood pressure (Systolic 140-159 mm of Hg and/or Diastolic 90-99 mm of Hg) (%),15.4,na
95,Men - Moderately or severely elevated blood pressure (Systolic ≥160mm of Hg and/or Diastolic ≥100mm of Hg) (%),2.6,na
96,Men - Elevated blood pressure (Systolic ≥140 mm of Hg and/or Diastolic ≥90 mm of Hg) or taking medicine to controlblood pressure (%),18.8,na
97,Ever undergone a screening test for cervical cancer (%),2.8,na
98,Ever undergone a breast examination for breast cancer (%),0.2,na
99,Ever undergone an oral cavity examination for oral cancer (%),0.5,na
100,Women age 15 years and above who use any kind of tobacco (%),17.0,na
101,Men age 15 years and above who use any kind of tobacco (%),64.5,na
102,Women age 15 years and above who consume alcohol (%),0.2,na
103,Men age 15 years and above who consume alcohol (%),13.3,na
