,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),66.8,59.2
1,Population below age 15 years (%),31.7,33.5
2,"Sex ratio of the total population (females per 1,000 males)",997,928
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",998,926
4,Children under age 5 years whose birth was registered with the civil authority (%),87.3,76.3
5,Deaths in the last 3 years registered with the civil authority (%),33.7,na
6,Population living in households with electricity (%),94.1,79.8
7,Population living in households with an improved drinking-water source (%),96.6,94.2
8,Population living in households that use an improved sanitation facility(%),64.2,22.0
9,Households using clean fuel for cooking (%),20.3,18.2
10,Households using iodized salt (%),90.7,89.9
11,Households with any usual member covered under a health insurance/financing scheme (%),11.7,1.8
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),5.6,na
13,Women who are literate (%),55.3,na
14,Women with 10 or more years of schooling (%),23.8,24.0
15,Women age 20-24 years married before age 18 years (%),42.5,49.3
16,Births in the 5 years preceding the survey that are third or higher order (%),3.1,4.4
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),9.4,8.6
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),63.8,46.1
19,Any method (%),73.8,68.8
20,Any modern method (%),65.7,59.2
21,Female sterilization (%),50.0,52.9
22,Male sterilization (%),0.4,0.0
23,IUD/PPIUD (%),0.3,0.1
24,Pill (%),2.2,0.4
25,Condom (%),10.9,5.4
26,Injectables (%),0.3,0.3
27,Total unmet need(%),7.4,9.1
28,Unmet need for spacing (%),3.8,5.0
29,Health worker ever talked to female non-users about family planning (%),27.8,23.3
30,Current users ever told about side effects of current method (%),64.9,42.7
31,Mothers who had an antenatal check-up in the first trimester (%),65.7,62.1
32,Mothers who had at least 4 antenatal care visits (%),45.7,27.0
33,Mothers whose last birth was protected against neonatal tetanus (%),89.6,96.9
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),26.8,11.8
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),9.9,2.3
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),98.2,89.0
37,days of delivery (%),71.1,68.1
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"1,381",536
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),(2.8),(5.4)
40,days of delivery (%),64.8,na
41,Institutional births (%),90.8,84.5
42,Institutional births in public facility (%),86.6,78.9
43,Home births that were conducted by skilled health personnel (%),2.4,0.9
44,Births attended by skilled health personnel (%),84.5,85.4
45,Births delivered by caesarean section (%),6.4,3.4
46,Births in a private health facility that were delivered by caesarean section (%),*,*
47,Births in a public health facility that were delivered by caesarean section (%),4.8,2.0
48,mother's recall (%),70.8,61.1
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),73.0,(65.6)
50,Children age 12-23 months who have received BCG (%),94.7,95.6
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),77.8,79.0
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),80.9,75.7
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),81.9,82.7
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),29.0,na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),38.9,na
