,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),72.6,72.6
1,Population below age 15 years (%),24.2,24.3
2,"Sex ratio of the total population (females per 1,000 males)","1,053","1,009"
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",857,742
4,Children under age 5 years whose birth was registered with the civil authority (%),98.7,98.9
5,Deaths in the last 3 years registered with the civil authority (%),94.8,na
6,Population living in households with electricity (%),99.2,99.2
7,Population living in households with an improved drinking-water source (%),99.8,99.7
8,Population living in households that use an improved sanitation facility(%),75.9,43.9
9,Households using clean fuel for cooking (%),86.0,62.4
10,Households using iodized salt (%),95.2,82.6
11,Households with any usual member covered under a health insurance/financing scheme (%),73.6,73.2
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),12.8,na
13,Women who are literate (%),78.6,na
14,Women with 10 or more years of schooling (%),53.9,50.8
15,Women age 20-24 years married before age 18 years (%),20.3,23.5
16,Births in the 5 years preceding the survey that are third or higher order (%),1.4,1.9
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),9.5,7.4
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),98.1,95.3
19,Any method (%),70.0,60.8
20,Any modern method (%),67.7,60.4
21,Female sterilization (%),60.7,58.9
22,Male sterilization (%),0.2,0.0
23,IUD/PPIUD (%),6.0,1.0
24,Pill (%),0.0,0.1
25,Condom (%),0.4,0.2
26,Injectables (%),0.4,0.0
27,Total unmet need(%),4.9,8.4
28,Unmet need for spacing (%),1.9,4.9
29,Health worker ever talked to female non-users about family planning (%),40.2,41.6
30,Current users ever told about side effects of current method (%),98.7,78.6
31,Mothers who had an antenatal check-up in the first trimester (%),84.5,71.4
32,Mothers who had at least 4 antenatal care visits (%),93.1,86.3
33,Mothers whose last birth was protected against neonatal tetanus (%),93.7,82.1
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),93.7,80.9
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),74.3,45.0
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),99.5,99.2
37,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),95.5,79.8
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"2,081","2,142"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,*
40,Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2days of delivery (%),94.0,na
41,Institutional births (%),99.6,95.1
42,Institutional births in public facility (%),75.9,71.2
43,Home births that were conducted by skilled health personnel (%),0.4,0.6
44,Births attended by skilled health personnel (%),100.0,95.8
45,Births delivered by caesarean section (%),31.9,24.0
46,Births in a private health facility that were delivered by caesarean section (%),59.7,51.4
47,Births in a public health facility that were delivered by caesarean section (%),23.4,16.5
48,Children age 12-23 months fully vaccinated based on information from either vaccination card ormother's recall (%),87.3,81.6
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),90.3,87.4
50,Children age 12-23 months who have received BCG (%),96.7,96.4
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),87.3,84.4
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),91.1,82.9
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),91.1,90.3
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),42.3,na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),60.2,na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),84.2,78.3
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),68.5,67.8
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),98.5,93.2
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),1.6,6.8
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),1.1,10.2
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,(54.6)
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,(56.9)
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,(68.7)
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),0.4,0.9
65,Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility orhealth provider (%),*,(84.6)
66,Children under age 3 years breastfed within one hour of birth (%),76.5,64.2
67,Children under age 6 months exclusively breastfed (%),*,(54.5)
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
69,Breastfeeding children age 6-23 months receiving an adequate diet (%),(6.1),10.9
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),(8.8),(52.0)
71,Total children age 6-23 months receiving an adequate diet (%),7.1,23.6
72,Children under 5 years who are stunted (height-for-age) (%),29.0,25.1
73,Children under 5 years who are wasted (weight-for-height) (%),10.4,20.1
74,Children under 5 years who are severely wasted (weight-for-height) (%),4.7,9.7
75,Children under 5 years who are underweight (weight-for-age) (%),19.3,23.1
76,Children under 5 years who are overweight (weight-for-height) (%),10.1,3.7
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),11.7,18.1
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),34.5,24.4
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),51.2,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),46.5,52.1
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),44.3,47.5
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),(33.3),(43.5)
83,All women age 15-49 years who are anaemic (%),44.0,47.4
84,All women age 15-19 years who are anaemic (%),39.4,46.2
85,Women - Blood sugar level - high (141-160 mg/dl)(%),4.9,na
86,Women - Blood sugar level - very high (>160 mg/dl)(%),7.8,na
87,Women - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),14.0,na
88,Men - Blood sugar level - high (141-160 mg/dl)(%),6.7,na
89,Men - Blood sugar level - very high (>160 mg/dl) (%),7.4,na
90,Men - Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),15.0,na
