,Indicator,NFHS-5,NFHS-4
0,Female population age 6 years and above who ever attended school (%),86.6,79.8
1,Population below age 15 years (%),20.9,24.3
2,"Sex ratio of the total population (females per 1,000 males)","1,111","1,135"
3,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",734,"1,087"
4,Children under age 5 years whose birth was registered with the civil authority (%),99.5,95.1
5,Deaths in the last 3 years registered with the civil authority (%),91.9,na
6,Population living in households with electricity (%),100.0,98.7
7,Population living in households with an improved drinking-water source (%),97.0,99.2
8,Population living in households that use an improved sanitation facility(%),79.4,52.5
9,Households using clean fuel for cooking (%),90.7,68.2
10,Households using iodized salt (%),89.0,67.7
11,Households with any usual member covered under a health insurance/financing scheme (%),57.8,48.3
12,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),(17.5),na
13,Women who are literate (%),88.5,na
14,Women with 10 or more years of schooling (%),59.5,46.8
15,Women age 20-24 years married before age 18 years (%),8.9,12.4
16,Births in the 5 years preceding the survey that are third or higher order (%),0.0,2.0
17,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),0.9,1.8
18,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),99.4,87.1
19,Any method (%),67.6,30.1
20,Any modern method (%),63.8,29.7
21,Female sterilization (%),52.4,27.2
22,Male sterilization (%),0.0,0.0
23,IUD/PPIUD (%),6.6,1.6
24,Pill (%),0.3,0.0
25,Condom (%),3.9,0.8
26,Injectables (%),0.4,0.1
27,Total unmet need(%),8.1,13.7
28,Unmet need for spacing (%),3.0,6.7
29,Health worker ever talked to female non-users about family planning (%),28.8,22.0
30,Current users ever told about side effects of current method (%),90.8,69.4
31,Mothers who had an antenatal check-up in the first trimester (%),59.2,49.3
32,Mothers who had at least 4 antenatal care visits (%),80.7,64.8
33,Mothers whose last birth was protected against neonatal tetanus (%),89.1,61.7
34,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),86.1,51.6
35,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),70.4,31.1
36,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),100.0,89.7
37,days of delivery (%),94.8,70.5
38,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"3,180","2,687"
39,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,*
40,days of delivery (%),97.2,na
41,Institutional births (%),100.0,99.1
42,Institutional births in public facility (%),59.1,56.7
43,Home births that were conducted by skilled health personnel (%),0.0,0.9
44,Births attended by skilled health personnel (%),100.0,96.9
45,Births delivered by caesarean section (%),52.0,37.1
46,Births in a private health facility that were delivered by caesarean section (%),70.9,42.0
47,Births in a public health facility that were delivered by caesarean section (%),38.9,34.0
48,mother's recall (%),(100.0),(47.7)
49,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),(100.0),*
50,Children age 12-23 months who have received BCG (%),(100.0),(86.5)
51,Children age 12-23 months who have received 3 doses of polio vaccine (%),(100.0),(56.0)
52,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),(100.0),(64.7)
53,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),(100.0),(78.1)
54,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),(59.1),na
55,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),(85.2),na
56,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),(100.0),(42.5)
57,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),63.0,66.3
58,Children age 12-23 months who received most of their vaccinations in a public health facility (%),(93.2),(82.7)
59,Children age 12-23 months who received most of their vaccinations in a private health facility (%),(6.8),(17.3)
60,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),4.8,7.7
61,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,*
62,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,*
63,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,*
64,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),0.7,2.2
65,health provider (%),*,(85.5)
66,Children under age 3 years breastfed within one hour of birth (%),53.0,53.7
67,Children under age 6 months exclusively breastfed (%),*,*
68,Children age 6-8 months receiving solid or semi-solid food and breastmilk (%),*,*
69,Breastfeeding children age 6-23 months receiving an adequate diet (%),(16.3),(23.3)
70,Non-breastfeeding children age 6-23 months receiving an adequate diet (%),*,(40.3)
71,Total children age 6-23 months receiving an adequate diet (%),19.9,31.7
72,Children under 5 years who are stunted (height-for-age) (%),20.3,21.2
73,Children under 5 years who are wasted (weight-for-height) (%),18.4,12.4
74,Children under 5 years who are severely wasted (weight-for-height) (%),7.7,5.0
75,Children under 5 years who are underweight (weight-for-age) (%),21.0,17.6
76,Children under 5 years who are overweight (weight-for-height) (%),6.7,2.7
77,Women whose Body Mass Index (BMI) is below normal (BMI <18.5 kg/m) (%),11.9,17.9
78,Women who are overweight or obese (BMI ≥25.0 kg/m) (%),43.4,36.0
79,Women who have high risk waist-to-hip ratio (≥0.85) (%),57.9,na
80,Children age 6-59 months who are anaemic (<11.0 g/dl) (%),55.6,56.3
81,Non-pregnant women age 15-49 years who are anaemic (<12.0 g/dl) (%),56.3,59.0
82,Pregnant women age 15-49 years who are anaemic (<11.0 g/dl) (%),*,*
83,All women age 15-49 years who are anaemic (%),55.9,59.0
84,All women age 15-19 years who are anaemic (%),44.3,54.0
85,Blood sugar level - high (141-160 mg/dl)(%),8.4,na
86,Blood sugar level - very high (>160 mg/dl)(%),11.5,na
87,Blood sugar level - high or very high (>140 mg/dl) or taking medicine to control blood sugar level (%),22.0,na
88,Blood sugar level - high (141-160 mg/dl)(%),9.8,na
