,Indicator,NFHS_5,NFHS_4
1,Female population age 6 years and above who ever attended school (%),72.2,68.8
2,Population below age 15 years (%),24.4,28.1
3,"Sex ratio of the total population (females per 1,000 males)",902,887
4,"Sex ratio at birth for children born in the last five years (females per 1,000 males)",753,858
5,Children under age 5 years whose birth was registered with the civil authority (%),94.5,83.5
6,Deaths in the last 3 years registered with the civil authority (%),81.5,na
7,Population living in households with electricity (%),99.5,96.2
8,Population living in households with an improved drinking-water source (%),98.6,97.3
9,Population living in households that use an improved sanitation facility(%),83.2,58.7
10,Households using clean fuel for cooking (%),69.8,57.3
11,Households using iodized salt (%),94.9,97.6
12,Households with any usual member covered under a health insurance/financing scheme (%),40.6,15.9
13,Children age 5 years who attended pre-primary school during the school year 2019-20 (%),0.0,na
15,Women who are literate (%),76.0,na
16,Women with 10 or more years of schooling (%),37.9,32.6
18,Women age 20-24 years married before age 18 years (%),11.8,21.0
19,Births in the 5 years preceding the survey that are third or higher order (%),3.0,2.8
20,Women age 15-19 years who were already mothers or pregnant at the time of the survey (%),3.3,3.8
21,Women age 15-24 years who use hygienic methods of protection during their menstrual period (%),77.1,60.2
23,Any method (%),60.6,49.2
24,Any modern method (%),51.5,46.7
25,Female sterilization (%),36.5,33.7
26,Male sterilization (%),0.2,0.1
27,IUD/PPIUD (%),0.5,0.6
28,Pill (%),2.3,1.6
29,Condom (%),10.9,10.3
30,Injectables (%),0.2,0.1
32,Total unmet need(%),13.4,12.0
33,Unmet need for spacing (%),5.9,4.5
35,Health worker ever talked to female non-users about family planning (%),22.5,25.3
36,Current users ever told about side effects of current method (%),70.5,54.1
39,Mothers who had an antenatal check-up in the first trimester (%),86.2,53.8
40,Mothers who had at least 4 antenatal care visits (%),68.9,36.4
41,Mothers whose last birth was protected against neonatal tetanus (%),97.2,94.1
42,Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),56.1,33.3
43,Mothers who consumed iron folic acid for 180 days or more when they were pregnant (%),38.9,16.4
44,Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),97.7,91.5
46,Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),81.3,68.9
47,Average out-of-pocket expenditure per delivery in a public health facility (Rs.),"1,717","1,725"
48,Children born at home who were taken to a health facility for a check-up within 24 hours of birth (%),*,7.7
50,Children who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),85.8,na
52,Institutional births (%),94.8,88.0
53,Institutional births in public facility (%),74.1,68.4
54,Home births that were conducted by skilled health personnel (%),0.7,2.5
55,Births attended by skilled health personnel (%),94.2,89.5
56,Births delivered by caesarean section (%),20.3,15.2
57,Births in a private health facility that were delivered by caesarean section (%),51.0,48.2
58,Births in a public health facility that were delivered by caesarean section (%),13.2,8.4
61,Children age 12-23 months fully vaccinated based on information from either vaccination card or mother's recall (%),80.5,52.5
62,Children age 12-23 months fully vaccinated based on information from vaccination card only (%),86.6,78.5
63,Children age 12-23 months who have received BCG (%),91.8,98.5
64,Children age 12-23 months who have received 3 doses of polio vaccine (%),82.2,60.3
65,Children age 12-23 months who have received 3 doses of penta or DPT vaccine (%),83.9,78.0
66,Children age 12-23 months who have received the first dose of measles-containing vaccine (MCV) (%),82.2,79.2
67,Children age 24-35 months who have received a second dose of measles-containing vaccine (MCV) (%),26.9,na
68,Children age 12-23 months who have received 3 doses of rotavirus vaccine (%),70.2,na
69,Children age 12-23 months who have received 3 doses of penta or hepatitis B vaccine (%),81.0,58.0
70,Children age 9-35 months who received a vitamin A dose in the last 6 months (%),72.6,70.7
71,Children age 12-23 months who received most of their vaccinations in a public health facility (%),94.7,92.3
72,Children age 12-23 months who received most of their vaccinations in a private health facility (%),1.9,7.7
74,Prevalence of diarrhoea in the 2 weeks preceding the survey (%),6.9,9.1
75,Children with diarrhoea in the 2 weeks preceding the survey who received oral rehydration salts (ORS) (%),*,50.7
76,Children with diarrhoea in the 2 weeks preceding the survey who received zinc (%),*,17.3
77,Children with diarrhoea in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,68.5
78,Prevalence of symptoms of acute respiratory infection (ARI) in the 2 weeks preceding the survey (%),0.6,0.5
80,Children with fever or symptoms of ARI in the 2 weeks preceding the survey taken to a health facility or health provider (%),*,80.4
